id	url	name	name	street_address	locality	region	postal_code	acres	counties	adopted_2017_standards_&_practices	number_of_board_members	number_of_full_time_staff	number_of_supporters	number_of_volunteers	year_first_joined	features
community-farm-land-trust-wa	https://findalandtrust.org/land-trusts/explore/community-farm-land-trust-wa	Community Farm Land Trust	Community Farm Land Trust	PO Box 12118	Olympia	WA	98508-2118	140	Grays Harbor, Lewis, Mason, Thurston	Yes	7	1	140	20	2015	Public Access|Volunteer Opportunities|Agricultural Land
westmoreland-land-trust-pa	https://findalandtrust.org/land-trusts/explore/westmoreland-land-trust-pa	Westmoreland Land Trust	Westmoreland Land Trust	218 Donohoe Rd	Greensburg	PA	15601-6987	374	Westmoreland	Yes	16		100	24	2009	Trails|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
madeline-island-wilderness-preserve-wi	https://findalandtrust.org/land-trusts/explore/madeline-island-wilderness-preserve-wi	Madeline Island Wilderness Preserve						2,500	Ashland	Yes	10		225	5	1990	Public Access|Volunteer Opportunities
champlain-area-trails-ny	https://findalandtrust.org/land-trusts/explore/champlain-area-trails-ny	Champlain Area Trails	Champlain Area Trails	PO Box 193 6482 Main Street	Westport	NY	12993-0193	1,983	Clinton, Essex	Yes	11	4	1,005	200	2011	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
douglas-land-conservancy-co	https://findalandtrust.org/land-trusts/explore/douglas-land-conservancy-co	Douglas Land Conservancy	Douglas Land Conservancy	PO Box 462	Castle Rock	CO	80104-0462	26,708	Douglas, Elbert, Jefferson	Yes	16	1	575	85	1990	Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
d-r-greenway-land-trust-inc-nj	https://findalandtrust.org/land-trusts/explore/d-r-greenway-land-trust-inc-nj	D&R Greenway Land Trust, Inc.	D&R Greenway Land Trust, Inc.	One Preservation Place Johnson Education Center	Princeton	NJ	08540-6700	9,456	Mercer, Middlesex, Somerset	Yes	23	9	5,000	200	1990	Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
hartland-land-trust-ct	https://findalandtrust.org/land-trusts/explore/hartland-land-trust-ct	Hartland Land Trust	Hartland Land Trust	PO Box 12	East Hartland	CT	06027-0012	187	Fairfield, Hartford, Litchfield, Middlesex, New Haven, New London, Tolland, Windham	Yes	10		72	8	2008	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
montana-land-reliance-mt	https://findalandtrust.org/land-trusts/explore/montana-land-reliance-mt	Montana Land Reliance	Montana Land Reliance	PO Box 355	Helena	MT	59624-0355	1,204,445	Beaverhead, Big Horn, Blaine, Broadwater, Carbon, Carter, Cascade, Chouteau, Custer, Daniels, Dawson, Deer Lodge, Fallon, Fergus, Flathead, Gallatin, Garfield, Glacier, Golden Valley, Granite, Hill, Jefferson, Judith Basin, Lake, Lewis and Clark, Liberty, Lincoln, McCone, Madison, Meagher, Mineral, Missoula, Musselshell, Park, Petroleum, Phillips, Pondera, Powder River, Powell, Prairie, Ravalli, Richland, Roosevelt, Rosebud, Sanders, Sheridan, Silver Bow, Stillwater, Sweet Grass, Teton, Toole, Treasure, Valley, Wheatland, Wibaux, Yellowstone, Yellowstone National Park	Yes	14	14	675		1982	Agricultural Land|Forests|Wildlife Habitat
clifftop-nfp-il	https://findalandtrust.org/land-trusts/explore/clifftop-nfp-il	Clifftop NFP	Clifftop NFP	PO Box 131	Maeystown	IL	62256-0131	1,095	Monroe, Randolph, St. Clair	Yes	11		300	30	2009	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
land-conservancy-of-mchenry-county-il	https://findalandtrust.org/land-trusts/explore/land-conservancy-of-mchenry-county-il	Land Conservancy of McHenry County	Land Conservancy of McHenry County	PO Box 352 4622 Dean Street	Woodstock	IL	60098-0352	2,843	McHenry	Yes	13	6	650	75	1991	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
the-prairie-enthusiasts-wi	https://findalandtrust.org/land-trusts/explore/the-prairie-enthusiasts-wi	The Prairie Enthusiasts	The Prairie Enthusiasts	PO Box 824	Viroqua	WI	54665-0824	368	Carroll, Jo Daviess, Stephenson	Yes	13	2	1,000	500	1995	Public Access|Volunteer Opportunities
morris-land-trust-ct	https://findalandtrust.org/land-trusts/explore/morris-land-trust-ct	Morris Land Trust	Morris Land Trust	PO Box 31	Morris	CT	06763-0031	238	Litchfield	Yes	13		156		2009	Trails|Public Access|Agricultural Land|Forests|Wildlife Habitat
moore-odom-wildlife-foundation-inc-tx	https://findalandtrust.org/land-trusts/explore/moore-odom-wildlife-foundation-inc-tx	Moore-Odom Wildlife Foundation, Inc.	Moore-Odom Wildlife Foundation, Inc.	PO Box 458	Orange	TX	77631-0458	150	Orange	Yes	6		2		2009	Public Access
vashon-maury-island-land-trust-wa	https://findalandtrust.org/land-trusts/explore/vashon-maury-island-land-trust-wa	Vashon-Maury Island Land Trust	Vashon-Maury Island Land Trust	PO Box 2031	Vashon	WA	98070-2031	2,172	King	Yes	14	6	750	104	1990	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
land-trust-for-america-nc	https://findalandtrust.org/land-trusts/explore/land-trust-for-america-nc	Land Trust for America	Land Trust for America	2413 Bristers Spring Way	Apex	NC	27523-4893	42	Appling, Atkinson, Bacon, Baker, Baldwin, Banks, Barrow, Bartow, Ben Hill, Berrien, Bibb, Bleckley, Brantley, Brooks, Bryan, Bulloch, Burke, Butts, Calhoun, Camden, Candler, Carroll, Catoosa, Charlton, Chatham, Chattahoochee, Chattooga, Cherokee, Clarke, Clay, Clayton, Clinch, Cobb, Coffee, Colquitt, Columbia, Cook, Coweta, Crawford, Crisp, Dade, Dawson, Decatur, De Kalb, Dodge, Dooly, Dougherty, Douglas, Early, Echols, Effingham, Elbert, Emanuel, Evans, Fannin, Fayette, Floyd, Forsyth, Franklin, Fulton, Gilmer, Glascock, Glynn, Gordon, Grady, Greene, Gwinnett, Habersham, Hall, Hancock, Haralson, Harris, Hart, Heard, Henry, Houston, Irwin, Jackson, Jasper, Jeff Davis, Jefferson, Jenkins, Johnson, Jones, Lamar, Lanier, Laurens, Lee, Liberty, Lincoln, Long, Lowndes, Lumpkin, McDuffie, McIntosh, Macon, Madison, Marion, Meriwether, Miller	Yes	2			3	2009	Public Access|Volunteer Opportunities
lyme-land-conservation-trust-ct	https://findalandtrust.org/land-trusts/explore/lyme-land-conservation-trust-ct	Lyme Land Conservation Trust	Lyme Land Conservation Trust	304 Hamburg Road	Lyme	CT	06371-3142	2,833	New London	Yes	13	2	375	40	2000	Public Access|Volunteer Opportunities
treasured-lands-foundation-fl	https://findalandtrust.org/land-trusts/explore/treasured-lands-foundation-fl	Treasured Lands Foundation	Treasured Lands Foundation	PO Box 586	Hobe Sound	FL	33475-0586	0	Martin	Yes					2009	
ferncliff-forest-ny	https://findalandtrust.org/land-trusts/explore/ferncliff-forest-ny	Ferncliff Forest	Ferncliff Forest	PO Box 1	Rhinebeck	NY	12572-0001	0	Dutchess	Yes					1991	
san-joaquin-river-parkway-and-conservation-trust-ca	https://findalandtrust.org/land-trusts/explore/san-joaquin-river-parkway-and-conservation-trust-ca	San Joaquin River Parkway and Conservation Trust	San Joaquin River Parkway and Conservation Trust	11605 Old Friant Rd	Fresno	CA	93730-9701	6,302	Fresno, Madera	Yes	25	12	1,466	515	1990	Public Access|Volunteer Opportunities
beaver-creek-wetlands-association-oh	https://findalandtrust.org/land-trusts/explore/beaver-creek-wetlands-association-oh	Beaver Creek Wetlands Association	Beaver Creek Wetlands Association	PO Box 42	Alpha	OH	45301-0042	1,515	Greene	Yes	15		450	100	1988	Public Access|Volunteer Opportunities
northern-rivers-land-trust-vt	https://findalandtrust.org/land-trusts/explore/northern-rivers-land-trust-vt	Northern Rivers Land Trust	Northern Rivers Land Trust	PO Box 112	Hardwick	VT	05843-0112	774	Caledonia, Lamoille, Orleans	Yes	12		280		2008	
newton-tree-conservancy-inc-ma	https://findalandtrust.org/land-trusts/explore/newton-tree-conservancy-inc-ma	Newton Tree Conservancy, Inc.	Newton Tree Conservancy, Inc.	PO Box 233	Waban	MA	02468-0004	0	Middlesex	Yes					2008	
ojai-valley-land-conservancy-ca	https://findalandtrust.org/land-trusts/explore/ojai-valley-land-conservancy-ca	Ojai Valley Land Conservancy	Ojai Valley Land Conservancy	PO Box 1092	Ojai	CA	93024-1092	2,310	Ventura	Yes	9	11	500	60	1991	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
friends-of-the-panhandle-pathway-inc-in	https://findalandtrust.org/land-trusts/explore/friends-of-the-panhandle-pathway-inc-in	Friends of the Panhandle Pathway, Inc.	Friends of the Panhandle Pathway, Inc.	PO Box 153	Winamac	IN	46996-0153	2,660	Pulaski	Yes	6		46	46	2009	Trails|Public Access|Volunteer Opportunities
southborough-open-land-foundation-ma	https://findalandtrust.org/land-trusts/explore/southborough-open-land-foundation-ma	Southborough Open Land Foundation						183	Worcester	Yes	14		126	30	1991	Public Access|Volunteer Opportunities
housatonic-valley-association-ct	https://findalandtrust.org/land-trusts/explore/housatonic-valley-association-ct	Housatonic Valley Association	Housatonic Valley Association	PO Box 28	Cornwall Bridge	CT	06754-0028	6,614	Fairfield, Hartford, Litchfield, New Haven	Yes	16	11	700	200	2000	Public Access|Volunteer Opportunities
island-heritage-trust-me	https://findalandtrust.org/land-trusts/explore/island-heritage-trust-me	Island Heritage Trust	Island Heritage Trust	PO Box 42	Deer Isle	ME	04627-0042	1,330	Hancock	Yes	11	4	845	80	1989	Public Access|Volunteer Opportunities
campbell-conservancy-inc-ky	https://findalandtrust.org/land-trusts/explore/campbell-conservancy-inc-ky	Campbell Conservancy, Inc.	Campbell Conservancy, Inc.	8350 E Main St	Alexandria	KY	41001-1288	0	Campbell	Yes					2015	
stonington-land-trust-ct	https://findalandtrust.org/land-trusts/explore/stonington-land-trust-ct	Stonington Land Trust	Stonington Land Trust	PO Box 812	Stonington	CT	06378-0812	535	New London	Yes	13		225	15	2007	Public Access|Volunteer Opportunities
winkelman-farm-conservation-corporation-ny	https://findalandtrust.org/land-trusts/explore/winkelman-farm-conservation-corporation-ny	Winkelman Farm Conservation Corporation	Winkelman Farm Conservation Corporation	9430 Sandrock Rd	Eden	NY	14057-9522	0	Erie	Yes					2007	
prairielands-preservation-foundation-il	https://findalandtrust.org/land-trusts/explore/prairielands-preservation-foundation-il	Prairielands Preservation Foundation	Prairielands Preservation Foundation	217 S Orr Drive	Normal	IL	61761-3223	900	Livingston, McLean, Peoria, Woodford	Yes	7		10	25	2008	Volunteer Opportunities
baltimore-green-space-md	https://findalandtrust.org/land-trusts/explore/baltimore-green-space-md	Baltimore Green Space	Baltimore Green Space	1212 N Wolfe St	Baltimore	MD	21213-3303	7	Baltimore city	Yes	10	2	300	300	2008	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
tregaron-conservancy-dc	https://findalandtrust.org/land-trusts/explore/tregaron-conservancy-dc	Tregaron Conservancy	Tregaron Conservancy	PO Box 11351	Washington	DC	20008-0551	0	District of Columbia	Yes					2009	
landmark-conservancy-wi	https://findalandtrust.org/land-trusts/explore/landmark-conservancy-wi	Landmark Conservancy	Landmark Conservancy	500 Main St E Ste 307	Menomonie	WI	54751-2513	38,585	Ashland, Barron, Bayfield, Buffalo, Burnett, Chippewa, Clark, Douglas, Dunn, Eau Claire, Jackson, Pepin, Pierce, Polk, Rusk, St. Croix, Sawyer, Taylor, Trempealeau, Washburn	Yes	16	10	600	100	1995	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
marin-open-space-trust-ca	https://findalandtrust.org/land-trusts/explore/marin-open-space-trust-ca	Marin Open Space Trust	Marin Open Space Trust	PO Box 4133	San Rafael	CA	94913-4133	36	Marin	Yes	7		150	7	2019	Volunteer Opportunities
new-york-agricultural-land-trust-ny	https://findalandtrust.org/land-trusts/explore/new-york-agricultural-land-trust-ny	New York Agricultural Land Trust	New York Agricultural Land Trust	PO Box 216	Elbridge	NY	13060-0216	8,575	Albany, Allegany, Bronx, Broome, Cattaraugus, Cayuga, Chautauqua, Chemung, Chenango, Clinton, Columbia, Cortland, Delaware, Dutchess, Erie, Essex, Franklin, Fulton, Genesee, Greene, Hamilton, Herkimer, Jefferson, Kings, Lewis, Livingston, Madison, Monroe, Montgomery, Nassau, New York, Niagara, Oneida, Onondaga, Ontario, Orange, Orleans, Oswego, Otsego, Putnam, Queens, Rensselaer, Richmond, Rockland, St. Lawrence, Saratoga, Schenectady, Schoharie, Schuyler, Seneca, Steuben, Suffolk, Sullivan, Tioga, Tompkins, Ulster, Warren, Washington, Wayne, Westchester, Wyoming, Yates	Yes	6		30	8	2007	Volunteer Opportunities|Agricultural Land
woods-and-waters-land-trust-ky	https://findalandtrust.org/land-trusts/explore/woods-and-waters-land-trust-ky	Woods and Waters Land Trust	Woods and Waters Land Trust	1468 Barton Ln	Pleasureville	KY	40057-8501	530	Franklin, Henry, Owen, Shelby	Yes	10	1	175	12	2008	Volunteer Opportunities
rivers-lands-conservancy-ca	https://findalandtrust.org/land-trusts/explore/rivers-lands-conservancy-ca	Rivers & Lands Conservancy	Rivers & Lands Conservancy	6876 Indiana Ave, J2	Riverside	CA	92506-4230	13,683	Imperial, Orange, Riverside, San Bernardino	Yes	14	8	350	25	1988	Public Access|Volunteer Opportunities
saluda-community-land-trust-nc	https://findalandtrust.org/land-trusts/explore/saluda-community-land-trust-nc	Saluda Community Land Trust	Saluda Community Land Trust	PO Box 732	Saluda	NC	28773-0732	498	Henderson, Polk	Yes	10		189	13	2007	Public Access|Volunteer Opportunities
watershed-land-trust-mo	https://findalandtrust.org/land-trusts/explore/watershed-land-trust-mo	Watershed Land Trust	Watershed Land Trust	140 Cherry Hill	Belton	MO	64012-4223	0	Johnson	Yes					2007	
western-reserve-land-conservancy-oh	https://findalandtrust.org/land-trusts/explore/western-reserve-land-conservancy-oh	Western Reserve Land Conservancy	Western Reserve Land Conservancy	3850 Chagrin River Rd	Moreland Hills	OH	44022-1131	69,180	Ashland, Ashtabula, Carroll, Columbiana, Cuyahoga, Erie, Geauga, Guernsey, Huron, Jefferson, Lake, Lorain, Mahoning, Medina, Mercer, Ottawa, Portage, Richland, Sandusky, Seneca, Stark, Summit, Trumbull, Wayne	Yes	31	40	2,328		1998	Trails|Public Access|Agricultural Land|Forests|Wildlife Habitat
capitol-land-trust-wa	https://findalandtrust.org/land-trusts/explore/capitol-land-trust-wa	Capitol Land Trust	Capitol Land Trust	4405 7th Ave SE Ste 306	Lacey	WA	98503-1055	4,612	Grays Harbor, Grays Harbor, Lewis, Lewis, Mason, Thurston	Yes	16	9	991	220	1991	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
texas-agricultural-land-trust-tx	https://findalandtrust.org/land-trusts/explore/texas-agricultural-land-trust-tx	Texas Agricultural Land Trust	Texas Agricultural Land Trust	PO Box 6152	San Antonio	TX	78209-0152	235,872	Anderson, Andrews, Angelina, Aransas, Archer, Armstrong, Atascosa, Austin, Bailey, Bandera, Bastrop, Baylor, Bee, Bell, Bexar, Blanco, Borden, Bosque, Bowie, Brazoria, Brazos, Brewster, Briscoe, Brooks, Brown, Burleson, Burnet, Caldwell, Calhoun, Callahan, Cameron, Camp, Carson, Cass, Castro, Chambers, Cherokee, Childress, Clay, Cochran, Coke, Coleman, Collin, Collingsworth, Colorado, Comal, Comanche, Concho, Cooke, Coryell, Cottle, Crane, Crockett, Crosby, Culberson, Dallam, Dallas, Dawson, Deaf Smith, Delta, Denton, De Witt, Dickens, Dimmit, Donley, Duval, Eastland, Ector, Edwards, Ellis, El Paso, Erath, Falls, Fannin, Fayette, Fisher, Floyd, Foard, Fort Bend, Franklin, Freestone, Frio, Gaines, Galveston, Garza, Gillespie, Glasscock, Goliad, Gonzales, Gray, Grayson, Gregg, Grimes, Guadalupe, Hale, Hall, Hamilton, Hansford, Hardeman, Hardin	Yes	18	6	151	30	2007	Volunteer Opportunities|Agricultural Land|Wildlife Habitat
wallkill-valley-land-trust-ny	https://findalandtrust.org/land-trusts/explore/wallkill-valley-land-trust-ny	Wallkill Valley Land Trust	Wallkill Valley Land Trust	PO Box 208	New Paltz	NY	12561-0208	2,476	Ulster	Yes	13	2	448	50	1989	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
old-dominion-land-conservancy-inc-va	https://findalandtrust.org/land-trusts/explore/old-dominion-land-conservancy-inc-va	Old Dominion Land Conservancy, Inc.	Old Dominion Land Conservancy, Inc.	621 W Main St.	Purcellville	VA	20132-3012	11,612	Loudoun	Yes					2008	
northwest-connecticut-land-conservancy-ct	https://findalandtrust.org/land-trusts/explore/northwest-connecticut-land-conservancy-ct	Northwest Connecticut Land Conservancy	Northwest Connecticut Land Conservancy	PO Box 821 5 Maple St	Kent	CT	06757-0821	12,722	Fairfield, Litchfield	Yes	13	7	425	30	1989	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
trust-for-virgin-islands-lands-vi	https://findalandtrust.org/land-trusts/explore/trust-for-virgin-islands-lands-vi	Trust for Virgin Islands Lands	Trust for Virgin Islands Lands	PO Box 25842	Christiansted	VI	00824-1842	77	St Croix, St John, St Thomas	Yes	9		6	4	2007	Volunteer Opportunities|Forests|Wildlife Habitat
the-sangamon-conservancy-trust-il	https://findalandtrust.org/land-trusts/explore/the-sangamon-conservancy-trust-il	The Sangamon Conservancy Trust	The Sangamon Conservancy Trust	2623 Sunrise Dr Ste 1	Springfield	IL	62703-7302	4,043	Sangamon	Yes	11		200	2	2007	Volunteer Opportunities|Agricultural Land
northern-waters-land-trust-mn	https://findalandtrust.org/land-trusts/explore/northern-waters-land-trust-mn	Northern Waters Land Trust	Northern Waters Land Trust	PO Box 124	Walker	MN	56484-0124	4,681	Aitkin, Cass, Crow Wing, Hubbard	Yes	12		220	4	2009	Volunteer Opportunities|Forests|Wildlife Habitat
natural-lands-pa	https://findalandtrust.org/land-trusts/explore/natural-lands-pa	Natural Lands	Natural Lands	1031 Palmers Mill Rd	Media	PA	19063-1006	541	Cecil	Yes	22	83	4,600	430	1982	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
capital-region-land-conservancy-va	https://findalandtrust.org/land-trusts/explore/capital-region-land-conservancy-va	Capital Region Land Conservancy	Capital Region Land Conservancy	200 South 3rd Street	Richmond	VA	23219-3700	3,519	Charles City, Chesterfield, Goochland, Hanover, Henrico, New Kent, Powhatan, Richmond	Yes	14	1	280	45	2006	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
antelope-valley-conservancy-ca	https://findalandtrust.org/land-trusts/explore/antelope-valley-conservancy-ca	Antelope Valley Conservancy	Antelope Valley Conservancy	PO Box 8	Lake Hughes	CA	93532-0008	370	Kern, Los Angeles	Yes	5		580	38	2006	Volunteer Opportunities
woodlands-conservancy-la	https://findalandtrust.org/land-trusts/explore/woodlands-conservancy-la	Woodlands Conservancy	Woodlands Conservancy	PO Box 7028	Belle Chasse	LA	70037-7028	0	Plaquemines	Yes					2006	
